,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
86504,43860,Bediha Gn,F,21.0,167.0,53.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Featherweight, Freestyle",
86561,43898,Viktoria Zeynep Gne,F,18.0,185.0,66.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Breaststroke,
86562,43898,Viktoria Zeynep Gne,F,18.0,185.0,66.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Breaststroke,
86563,43898,Viktoria Zeynep Gne,F,18.0,185.0,66.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Individual Medley,
86583,43912,Sean Michael Gunn,M,22.0,181.0,84.0,Zimbabwe,ZIM,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,
86662,43951,Guo Ailun,M,22.0,192.0,85.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,
86681,43963,Guo Jianli,M,28.0,178.0,73.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Men's Individual,
86692,43968,Guo Li,F,23.0,167.0,54.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
86732,43981,Guo Wenjun,F,32.0,168.0,60.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Pistol, 10 metres",
86757,43999,Nareg Guregian,M,27.0,196.0,98.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Pairs,
86766,44005,Elis Guri,M,33.0,189.0,100.0,Bulgaria,BUL,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",
86767,44006,Qendrim Guri,M,22.0,175.0,70.0,Kosovo,KOS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
86792,44019,Eva Alicia Gurrola Ortz,F,22.0,155.0,63.0,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Middleweight,
86806,44032,Sirish Gurung,M,17.0,158.0,65.0,Nepal,NEP,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,
86908,44082,Eygl sk Gstafsdttir,F,21.0,187.0,82.0,Iceland,ISL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Backstroke,
86909,44082,Eygl sk Gstafsdttir,F,21.0,187.0,82.0,Iceland,ISL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Backstroke,
87009,44133,Valentina Gustin,F,19.0,172.0,61.0,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Rifle, 10 metres",
87046,44151,Allan Gutirrez Castro,M,22.0,178.0,79.0,Honduras,HON,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Butterfly,
87060,44159,rick Gabriel Gutirrez Galaviz,M,21.0,176.0,70.0,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
87090,44175,Jos Vicente Gutirrez Lupoli,M,23.0,193.0,83.0,Venezuela,VEN,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,
87116,44182,Long Yuan Miguel Gutirrez Feng,M,21.0,190.0,85.0,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Butterfly,
87135,44189,Roco Gutirrez Sierra,F,31.0,162.0,61.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,
87137,44191,Sal Gutirrez Macedo,M,23.0,192.0,68.0,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,
87138,44192,Tefilo Antonio Gutirrez Roncancio,M,31.0,180.0,72.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
87167,44207,Jwala Gutta,F,32.0,178.0,85.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Women's Doubles,
87230,44226,Tuba Gven,F,22.0,173.0,52.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",
87245,44231,James George Guy,M,20.0,187.0,83.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Freestyle,
87246,44231,James George Guy,M,20.0,187.0,83.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,
87247,44231,James George Guy,M,20.0,187.0,83.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
87248,44231,James George Guy,M,20.0,187.0,83.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Butterfly,
87249,44231,James George Guy,M,20.0,187.0,83.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
87261,44239,Astrid Murielle Guyart,F,33.0,174.0,59.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Foil, Individual",
87279,44249,Sarah Guyot,F,25.0,176.0,69.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, 200 metres",
87325,44275,Victor Alfonso Guzmn Guzmn,M,21.0,173.0,72.0,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
87379,44307,Guni Valur Gunason,M,20.0,199.0,120.0,Iceland,ISL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,
87382,44310,Beka Gviniashvili,M,20.0,175.0,95.0,Georgia,GEO,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Heavyweight,
87385,44313,Gwak Dong-Han,M,24.0,183.0,90.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Middleweight,Bronze
87394,44319,Edwige Jeanne Gwend,F,26.0,163.0,63.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,
87419,44327,Gwon Han-Na,F,26.0,173.0,65.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,
87443,44339,Beatrice Gyaman,F,29.0,162.0,53.0,Ghana,GHA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,
87534,44380,Rka Gyrgy,F,20.0,175.0,56.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Backstroke,
87541,44384,Mario-Elio Gyr,M,31.0,187.0,76.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
87615,44410,Dniel Gyurta,M,27.0,185.0,77.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Breaststroke,
87616,44410,Dniel Gyurta,M,27.0,185.0,77.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Breaststroke,
87617,44410,Dniel Gyurta,M,27.0,185.0,77.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
87619,44411,Gergely Gyurta,M,24.0,178.0,72.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",
87620,44411,Gergely Gyurta,M,24.0,178.0,72.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Individual Medley,
87633,44418,Ha Jae-Min,M,27.0,186.0,83.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,
87748,44479,Francis Townley Haas,M,19.0,196.0,84.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Freestyle,
87749,44479,Francis Townley Haas,M,19.0,196.0,84.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
87769,44489,Rebekka Haase,F,23.0,170.0,58.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,
87770,44489,Rebekka Haase,F,23.0,170.0,58.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,
87773,44490,Robin Haase,M,29.0,190.0,77.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,
87774,44490,Robin Haase,M,29.0,190.0,77.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,
87817,44520,Daniel Habesohn,M,30.0,185.0,78.0,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Team,
87821,44523,Saud Habib,M,37.0,175.0,85.0,Individual Olympic Athletes,IOA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Skeet,
87827,44528,Agustina Paula Habif,F,24.0,165.0,55.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,
87829,44529,Florencia Martina Habif,F,22.0,161.0,47.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,
87850,44541,Robel Kiros Habte,M,24.0,176.0,81.0,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,
87854,44542,Nebiat Habtemariam Measho,F,37.0,159.0,40.0,Eritrea,ERI,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,
87861,44548,Clo Hache,F,18.0,171.0,62.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
87876,44559,Austin Hack,M,24.0,203.0,100.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,
87889,44566,Marcel Hacker,M,39.0,196.0,101.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Double Sculls,
87910,44571,Semoy Kee-Ann Hackett,F,27.0,173.0,61.0,Trinidad and Tobago,TTO,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,
87911,44571,Semoy Kee-Ann Hackett,F,27.0,173.0,61.0,Trinidad and Tobago,TTO,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,
87912,44571,Semoy Kee-Ann Hackett,F,27.0,173.0,61.0,Trinidad and Tobago,TTO,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,
87959,44590,Henrique Haddad,M,29.0,165.0,63.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,
87971,44597,Ehsan Haddadi,M,31.0,192.0,120.0,Iran,IRI,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,
87979,44601,Soufiane Haddi,M,25.0,169.0,64.0,Morocco,MAR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
87982,44604,Maha Haddioui,F,28.0,168.0,67.0,Morocco,MAR,2016 Summer,2016,Summer,Rio de Janeiro,Golf,Golf Women's Individual,
87985,44607,Zakarya Haddouche,M,22.0,170.0,65.0,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
87994,44614,Sudirman Hadi,M,20.0,171.0,76.0,Indonesia,INA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,
87996,44616,Abadi Hadis Embaye,M,18.0,170.0,63.0,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",
87999,44618,Iacovos Hadjiconstantinou,M,21.0,194.0,80.0,Cyprus,CYP,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,
88037,44633,Katharina Haecker,F,24.0,172.0,63.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,
88046,44638,Annie Haeger,F,26.0,168.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Two Person Dinghy,
88080,44653,Nada Hafez,F,18.0,168.0,58.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Individual",
88097,44667,Kai Hfner,M,27.0,192.0,95.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Bronze
88116,44679,Ryunosuke Haga,M,25.0,186.0,100.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Heavyweight,Bronze
88119,44681,Alexandra Hagan,F,25.0,180.0,76.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,
88157,44704,Edvald Boasson Hagen,M,29.0,181.0,77.0,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
88158,44704,Edvald Boasson Hagen,M,29.0,181.0,77.0,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Individual Time Trial,
88237,44745,Kosuke Hagino,M,21.0,177.0,71.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Freestyle,
88238,44745,Kosuke Hagino,M,21.0,177.0,71.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
88239,44745,Kosuke Hagino,M,21.0,177.0,71.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Individual Medley,Silver
88240,44745,Kosuke Hagino,M,21.0,177.0,71.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Individual Medley,Gold
88264,44760,Nathalie Mari Hagman,F,25.0,167.0,62.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,
88282,44771,Daniah Hagul,F,17.0,,,Libya,LBA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Breaststroke,
88319,44789,Lisa Hahn-Altenburg,F,26.0,155.0,58.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Bronze
88326,44794,Anna Hahner,F,26.0,165.0,48.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,
88327,44795,Lisa Hahner,F,26.0,167.0,50.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,
88368,44820,Yemane Haileselassie,M,18.0,,,Eritrea,ERI,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",
88381,44826,Shlomi Haimy,M,27.0,167.0,58.0,Israel,ISR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Mountainbike, Cross-Country",
88412,44847,Khaled Haj Youssef,M,27.0,189.0,92.0,Tunisia,TUN,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,
88418,44851,Musa Hajdari,M,28.0,187.0,74.0,Kosovo,KOS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,
88424,44855,Jonatn Dniel Hajdu,M,20.0,188.0,82.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",
88438,44862,Mahmood Haji,M,25.0,175.0,69.0,Bahrain,BRN,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
88443,44866,Omar Hajjami,M,26.0,160.0,58.0,Morocco,MAR,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Flyweight,
88599,44914,Aika Hakoyama,F,25.0,176.0,65.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
88622,44925,Taina Halasima,F,18.0,163.0,65.0,Tonga,TGA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,
88665,44946,Alexandre Haldemann,M,21.0,186.0,81.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Freestyle,
88717,44979,Muhammad Taqiy Halim,M,29.0,191.0,82.0,United States Virgin Islands,ISV,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,
88737,44993,Arman Hall,M,22.0,183.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
88780,45014,Jessica Hall,F,24.0,183.0,75.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,
88796,45022,Linden Hall,F,25.0,167.0,51.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",
88801,45026,Marielle Hall,F,24.0,160.0,51.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 10,000 metres",
88954,45098,"Benjamin ""Ben"" Hallock",M,18.0,199.0,108.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,
89007,45126,Hemza Haloui,M,22.0,180.0,96.0,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",
89032,45133,"Francesca Jean ""Fran"" Halsall",F,26.0,172.0,64.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
89033,45133,"Francesca Jean ""Fran"" Halsall",F,26.0,172.0,64.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
89046,45138,Laurence Halsted,M,32.0,185.0,85.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Individual",
89047,45138,Laurence Halsted,M,32.0,185.0,85.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",
89096,45164,Ham Sang-Myeong,M,20.0,168.0,56.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Bantamweight,
89107,45169,Rashid Salih Hamad Al-Athba,M,28.0,182.0,85.0,Qatar,QAT,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Skeet,
89108,45170,Sulaiman Hamad,M,22.0,177.0,66.0,Saudi Arabia,KSA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Lightweight,
89113,45173,Mayu Hamada,F,22.0,174.0,57.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Featherweight,
89194,45216,Nikki Jayne Hamblin,F,28.0,165.0,52.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",
89195,45216,Nikki Jayne Hamblin,F,28.0,165.0,52.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",
89222,45219,Fabian Hambchen,M,28.0,164.0,62.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,
89223,45219,Fabian Hambchen,M,28.0,164.0,62.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,
89224,45219,Fabian Hambchen,M,28.0,164.0,62.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,Gold
89252,45233,Aymen Hamed,M,33.0,196.0,95.0,Tunisia,TUN,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,
89413,45313,Fahem Hammachi,M,24.0,178.0,56.0,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Bantamweight,
89417,45316,Hammadi Ahmad Abdullah Al-Daiya,M,26.0,172.0,76.0,Iraq,IRQ,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
89418,45317,Riheb Al-Hammami,F,27.0,170.0,68.0,Tunisia,TUN,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Mixed Multihull,
89419,45318,Le Roux Hamman,M,24.0,185.0,70.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,
89426,45322,Pauline Louisa Hammarlund,F,22.0,172.0,65.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Silver
89458,45332,Sarah Kathryn Hammer (-Sparks),F,32.0,171.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Silver
89459,45332,Sarah Kathryn Hammer (-Sparks),F,32.0,171.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Omnium,Silver
89499,45348,Bianca Maree Hammett,F,25.0,173.0,55.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,
89558,45385,Mohamed Hamout,M,22.0,167.0,56.0,Morocco,MAR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Bantamweight,
89572,45392,Kheira Hamraoui,F,26.0,179.0,66.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,
89590,45403,Mathias Tulyoongeleni Hamunyela,M,23.0,160.0,49.0,Namibia,NAM,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Flyweight,
89595,45408,Mohamed Hamza,M,15.0,172.0,62.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",
89596,45409,Samar Amer Ibrahim  Hamza,F,21.0,170.0,75.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Heavyweight, Freestyle",
89676,45439,Han Hye-Ryeong,F,30.0,163.0,56.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,
89717,45465,Han Myeong-Mok,M,25.0,160.0,65.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Featherweight,
89749,45481,Han Seung-Woo,M,33.0,173.0,86.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Free Pistol, 50 metres",
89769,45492,Xing Han,F,26.0,165.0,57.0,Congo (Brazzaville),CGO,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Singles,
89781,45496,Ying Han,F,33.0,170.0,60.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Singles,
89782,45496,Ying Han,F,33.0,170.0,60.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,Silver
89786,45498,Han Yucheng,M,37.0,178.0,55.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,
89835,45517,Jessica Hancco Merma,F,20.0,153.0,44.0,Peru,PER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,
89845,45525,Vincent Hancock,M,27.0,173.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Skeet,
89896,45559,Takuya Haneda,M,29.0,175.0,70.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Bronze
89903,45563,Lindsay Hanekom,M,23.0,178.0,66.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,
89911,45567,Martin Hner,M,27.0,184.0,83.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Bronze
90004,45610,Mary Hanna,F,61.0,173.0,63.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Individual",
90005,45610,Mary Hanna,F,61.0,173.0,63.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",
90014,45614,Angela Hannah,F,30.0,174.0,72.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",
90037,45624,Mamadou Kasse Hanne,M,29.0,189.0,79.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,
90052,45634,Pieter-Jan Hannes,M,23.0,186.0,72.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 1,500 metres",
90086,45648,Molly Hannis,F,24.0,170.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Breaststroke,
90100,45654,Kazushi Hano,M,25.0,185.0,87.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,
